Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2011-05-24,1.5,67.5,47.5,58.0,47.0,52.0,0.06,29.18,29.85,11.55,3.5,11.95
2011-05-25,1.5,71.0,48.0,59.5,52.5,54.0,2.07,28.945,29.66,9.25,3.0,10.9
2011-05-26,1.5,49.5,43.0,46.5,40.0,43.0,0.835,29.17,29.835,18.25,1.5,18.35
2011-05-27,1.5,58.0,41.0,49.5,41.0,46.0,0.01,29.24,29.935,6.95,4.5,8.35
2011-05-28,1.5,63.0,51.5,57.5,55.0,56.0,0.175,29.13,29.83,5.2,18.0,6.25
2011-05-29,1.5,71.0,54.5,63.0,59.5,60.5,1.4,29.195,29.86,3.6,11.0,6.15
2011-05-30,1.5,89.0,60.5,75.0,65.0,69.5,0.0,29.295,29.965,11.8,19.5,12.2
2011-05-31,1.5,86.5,69.0,78.0,64.5,69.0,0.08,29.375,30.03,12.4,22.0,13.2
2011-06-01,1.5,81.5,61.0,71.5,49.0,59.0,0.0,29.475,30.16,11.1,26.5,11.0
2011-06-02,1.5,69.0,56.5,63.0,44.5,53.0,0.02,29.48,30.185,8.95,6.0,9.5
2011-06-03,1.5,87.5,56.0,72.0,61.5,67.0,0.095,29.34,30.035,10.4,16.5,11.05
2011-06-04,1.5,91.5,65.5,78.5,64.0,68.5,0.34,29.345,30.01,2.2,26.0,8.3
2011-06-05,1.5,84.5,61.5,73.5,55.0,62.0,0.01,29.385,30.07,2.9,7.5,5.2
2011-06-06,1.5,93.5,61.0,77.5,63.5,69.0,0.0,29.185,29.885,8.15,20.0,9.15
2011-06-07,1.5,96.0,76.0,86.5,64.5,72.0,0.0,29.145,29.81,10.0,23.0,10.35
2011-06-08,1.5,95.5,66.5,81.5,63.5,71.0,0.43,29.165,29.805,10.45,23.5,12.75
2011-06-09,1.5,69.0,51.0,60.5,53.0,55.5,1.55,29.31,29.99,7.5,4.0,12.25
2011-06-10,1.5,70.0,51.0,60.5,56.0,57.5,0.48,29.235,29.93,6.25,2.0,7.75
2011-06-11,1.5,63.5,52.5,58.0,54.0,55.5,0.065,29.265,29.945,5.05,3.5,5.75
2011-06-12,1.5,64.0,50.5,57.5,45.0,52.0,0.0,29.41,30.095,8.85,2.5,9.4
2011-06-13,1.5,71.5,55.0,63.5,43.0,53.0,0.0,29.415,30.11,7.75,6.0,8.25
2011-06-14,1.5,77.0,55.5,66.5,49.0,56.5,0.0,29.28,30.005,7.8,9.0,8.45
2011-06-15,1.5,71.5,57.0,64.5,59.0,61.5,0.82,29.035,29.73,8.8,15.5,11.2
2011-06-16,1.5,81.0,61.5,71.5,59.0,63.0,0.035,29.085,29.755,6.05,27.5,8.3
2011-06-17,1.5,82.0,62.0,72.0,60.0,64.5,0.0,29.155,29.82,5.55,6.5,6.4
2011-06-18,1.5,83.5,62.0,73.0,62.0,65.5,0.0,29.13,29.81,4.55,7.0,6.4
2011-06-19,1.5,82.0,64.0,73.0,65.0,68.5,0.0,29.055,29.74,3.9,12.5,5.05
2011-06-20,1.5,79.5,67.0,73.5,67.0,69.0,0.705,29.04,29.71,7.1,16.0,8.8
2011-06-21,1.5,89.0,67.5,78.5,70.0,72.5,0.265,28.95,29.635,11.25,18.0,11.95
2011-06-22,1.5,74.0,65.0,70.0,62.5,65.0,0.02,28.92,29.59,12.75,21.0,13.4
2011-06-23,1.5,71.5,62.5,67.5,59.5,62.5,0.03,28.93,29.6,12.0,26.0,13.1
2011-06-24,1.5,68.0,60.0,64.0,55.5,59.0,0.0,29.105,29.76,8.95,29.0,9.15
2011-06-25,1.5,78.5,59.5,69.5,52.5,60.0,0.0,29.245,29.915,3.2,9.5,5.2
2011-06-26,1.5,80.5,60.5,70.5,53.0,60.5,0.0,29.255,29.935,6.15,9.0,6.95
2011-06-27,1.5,80.5,66.0,73.5,63.5,67.0,0.085,29.115,29.795,6.65,21.0,10.0
2011-06-28,1.5,81.0,64.0,72.5,53.5,61.0,0.0,29.31,29.975,8.15,30.0,9.1
2011-06-29,1.5,80.5,61.0,71.0,55.5,62.0,0.0,29.38,30.05,3.8,8.0,5.65
2011-06-30,1.5,88.5,63.0,76.0,61.5,67.0,0.03,29.31,29.995,8.7,16.5,10.0
2011-07-01,1.5,89.0,71.0,80.5,62.5,68.0,0.005,29.275,29.955,12.35,18.0,12.85
2011-07-02,1.5,93.5,72.0,83.0,70.5,74.0,0.0,29.28,29.945,3.5,23.5,7.9
2011-07-03,1.5,85.0,69.5,77.5,57.5,65.0,0.0,29.305,29.97,4.55,2.5,6.0
2011-07-04,1.5,88.5,66.5,77.5,54.0,63.5,0.0,29.29,29.96,3.1,6.0,4.4
2011-07-05,1.5,91.5,67.5,80.0,59.5,68.0,0.0,29.28,29.95,5.05,27.0,5.9
2011-07-06,1.5,86.5,70.5,78.5,60.5,67.0,0.0,29.3,29.96,5.8,4.0,7.4
2011-07-07,1.5,81.5,64.5,73.5,54.0,62.5,0.07,29.25,29.94,5.4,7.0,6.65
2011-07-08,1.5,86.0,63.0,75.0,51.5,62.5,0.0,29.195,29.87,5.15,5.0,6.25
2011-07-09,1.5,90.5,64.0,77.5,59.0,67.0,0.0,29.24,29.91,5.3,18.5,6.2
2011-07-10,1.5,91.0,74.5,83.0,67.5,72.0,,29.205,29.88,8.55,19.0,8.9
2011-07-11,1.5,89.0,70.5,80.0,70.5,74.0,0.26,29.15,29.815,5.4,24.5,8.25
2011-07-12,1.5,87.5,70.5,79.5,63.5,69.0,0.01,29.28,29.93,5.05,3.0,7.35
2011-07-13,1.5,74.0,64.5,69.5,57.0,62.5,0.0,29.375,30.05,11.05,4.0,11.55
2011-07-14,1.5,82.0,62.0,72.5,56.0,63.0,0.0,29.325,30.01,6.9,9.5,8.35
2011-07-15,1.5,86.5,70.5,79.0,60.0,66.5,0.0,29.3,29.97,5.8,9.5,6.75
2011-07-16,1.5,89.5,72.5,81.0,60.5,68.0,0.0,29.35,30.01,2.95,19.0,3.5
2011-07-17,1.5,95.0,71.5,83.5,69.0,74.0,0.0,29.38,30.05,6.5,22.5,6.8
2011-07-18,1.5,92.5,80.5,86.5,74.5,77.5,0.01,29.26,29.95,10.9,24.5,11.25
2011-07-19,1.5,92.5,78.5,86.0,72.5,76.5,0.0,29.2,29.875,3.85,6.5,6.4
2011-07-20,1.5,99.5,75.0,87.5,73.0,77.0,0.01,29.115,29.79,8.3,23.0,10.3
2011-07-21,1.5,100.0,78.5,89.5,71.0,76.5,0.01,29.13,29.785,5.75,27.0,9.4
2011-07-22,1.5,94.0,70.5,79.0,70.0,73.5,0.845,29.205,29.87,2.75,9.5,8.6
2011-07-23,1.5,87.0,70.0,79.0,70.0,73.0,3.45,29.255,29.94,0.75,25.0,5.1
2011-07-24,1.5,87.0,72.0,80.0,69.5,72.5,0.1,29.29,29.96,1.1,21.5,6.05
2011-07-25,1.5,89.0,73.0,81.5,66.5,71.0,0.005,29.225,29.9,2.75,33.5,6.3
2011-07-26,1.5,84.0,71.5,78.0,62.5,68.0,0.005,29.205,29.87,6.1,5.5,8.25
2011-07-27,1.5,91.0,70.0,80.5,66.0,70.5,0.71,29.17,29.845,6.1,16.0,9.7
2011-07-28,1.5,87.5,73.5,80.5,71.0,74.0,0.7,29.23,29.88,3.25,22.0,6.8
2011-07-29,1.5,86.0,72.5,79.5,68.0,71.5,0.53,29.31,29.97,3.9,4.0,5.75
2011-07-30,1.5,91.0,67.5,79.5,64.5,70.5,0.0,29.38,30.04,2.2,12.0,3.4
2011-07-31,1.5,90.5,70.5,80.5,69.0,73.0,0.0,29.38,30.05,4.7,24.0,5.0
2011-08-01,1.5,91.0,75.0,83.5,71.5,75.0,0.0,29.305,29.98,3.65,26.0,5.4
2011-08-02,1.5,93.0,74.0,84.0,73.0,76.5,0.355,29.07,29.76,8.15,20.5,8.8
2011-08-03,1.5,86.5,72.5,79.5,66.5,71.0,0.0,29.135,29.795,8.25,1.5,9.15
2011-08-04,1.5,83.0,69.0,76.5,66.5,69.5,0.0,29.275,29.93,5.05,5.0,6.35
2011-08-05,1.5,83.5,69.5,76.5,68.0,71.0,,29.235,29.92,4.6,6.0,5.75
2011-08-06,1.5,85.0,72.5,79.0,70.0,72.0,0.435,29.125,29.81,1.9,4.0,3.85
2011-08-07,1.5,86.5,69.0,78.0,69.0,71.5,0.62,29.06,29.74,4.1,26.5,6.0
2011-08-08,1.5,80.0,68.5,74.5,67.0,69.5,0.46,29.03,29.71,3.4,5.0,6.0
2011-08-09,1.5,81.0,65.0,73.0,61.0,66.0,0.005,29.0,29.665,10.9,27.5,11.35
2011-08-10,1.5,77.5,61.5,69.5,54.0,61.0,0.0,29.17,29.83,5.85,31.0,8.35
2011-08-11,1.5,81.0,58.5,70.0,54.0,61.0,0.0,29.28,29.94,2.35,23.5,3.6
2011-08-12,1.5,81.5,62.5,72.5,58.0,64.0,0.0,29.25,29.935,8.25,19.0,8.45
2011-08-13,1.5,83.5,64.0,74.0,63.5,66.0,0.84,29.175,29.85,4.45,25.5,7.25
2011-08-14,1.5,75.0,62.0,69.0,60.0,63.0,0.01,29.265,29.94,11.05,35.5,12.15
2011-08-15,1.5,81.0,58.0,70.0,55.0,62.0,0.0,29.305,29.97,2.55,3.5,5.05
2011-08-16,1.5,84.0,62.0,73.0,57.0,63.5,0.0,29.35,30.02,2.6,18.0,3.45
2011-08-17,1.5,83.0,63.5,73.5,62.0,67.0,0.0,29.335,30.015,5.8,21.5,6.1
2011-08-18,1.5,84.5,69.0,77.0,61.0,66.5,0.0,29.255,29.95,2.55,5.5,5.2
2011-08-19,1.5,86.5,65.5,76.5,62.5,68.0,0.0,29.205,29.88,4.0,13.5,5.5
2011-08-20,1.5,79.5,67.0,73.5,67.0,69.0,0.75,29.25,29.91,1.65,18.5,4.15
2011-08-21,1.5,80.5,65.0,73.0,58.0,63.5,0.01,29.29,29.96,7.5,32.0,8.05
2011-08-22,1.5,82.0,60.0,71.5,59.0,64.0,0.0,29.33,30.015,1.15,17.0,3.8
2011-08-23,1.5,73.5,64.0,69.0,62.5,65.0,0.525,29.14,29.86,8.75,20.0,9.65
2011-08-24,1.5,91.5,69.5,81.0,65.0,70.0,0.0,29.02,29.69,8.15,26.0,10.85
2011-08-25,1.5,81.5,64.5,73.5,59.0,64.0,0.0,29.295,29.94,3.6,19.0,7.15
2011-08-26,1.5,83.0,60.0,71.5,58.0,63.5,0.0,29.29,29.975,1.55,23.0,3.35
2011-08-27,1.5,82.0,65.5,74.0,61.5,66.0,0.0,29.235,29.92,8.15,1.5,9.25
2011-08-28,1.5,77.0,61.0,69.0,56.0,61.0,0.0,29.24,29.92,7.75,1.5,8.55
2011-08-29,1.5,78.5,60.0,69.5,56.5,62.0,0.0,29.335,30.005,1.25,4.0,3.85
2011-08-30,1.5,77.5,62.5,70.5,55.0,61.5,0.03,29.355,30.025,5.6,15.0,6.55
2011-08-31,1.5,87.5,65.0,76.5,64.0,68.5,0.05,29.26,29.945,5.4,17.0,7.85
2011-09-01,1.5,93.5,72.5,83.0,70.5,75.0,0.0,29.23,29.9,5.5,21.0,6.1
2011-09-02,1.5,93.0,77.5,85.5,69.0,74.0,0.0,29.21,29.88,4.45,21.0,7.0
2011-09-03,1.5,88.0,70.0,79.0,67.5,71.0,0.085,29.185,29.86,1.85,24.5,5.95
2011-09-04,1.5,73.5,59.0,66.5,54.5,60.5,0.0,29.265,29.93,10.6,32.0,11.5
2011-09-05,1.5,66.0,52.5,59.5,45.5,52.5,0.0,29.41,30.085,15.05,18.5,15.7
2011-09-06,1.5,66.0,54.0,60.5,46.5,53.0,0.0,29.465,30.15,11.65,3.5,12.2
2011-09-07,1.5,70.0,55.0,62.5,47.0,54.5,0.0,29.445,30.145,11.3,1.5,12.05
2011-09-08,1.5,74.5,59.5,67.0,53.5,59.0,0.06,29.35,30.03,13.95,2.0,14.3
2011-09-09,1.5,72.0,62.0,67.0,60.5,62.5,0.065,29.255,29.95,8.05,4.0,8.35
2011-09-10,1.5,77.0,57.0,67.0,59.5,62.5,0.005,29.315,29.995,0.9,14.0,2.55
2011-09-11,1.5,83.0,58.5,71.0,59.0,63.5,0.0,29.3,29.985,4.7,26.0,5.1
2011-09-12,1.5,86.0,64.0,75.0,59.0,65.0,0.0,29.21,29.905,9.85,23.0,10.1
2011-09-13,1.5,74.5,57.0,66.0,54.5,60.0,0.0,29.23,29.895,4.15,31.0,8.25
2011-09-14,1.5,59.0,47.5,53.5,44.0,50.0,0.08,29.43,30.09,6.15,33.0,7.3
2011-09-15,1.5,59.5,43.0,51.5,35.5,44.5,0.0,29.64,30.325,7.3,18.5,8.75
2011-09-16,1.5,58.5,47.0,53.0,39.0,47.0,0.0,29.62,30.33,2.0,10.5,3.5
2011-09-17,1.5,68.5,51.0,60.0,44.5,52.0,0.0,29.56,30.27,8.2,11.0,9.25
2011-09-18,1.5,65.5,55.5,60.5,54.5,57.0,0.385,29.375,30.11,8.15,14.5,8.75
2011-09-19,1.5,68.5,55.0,62.0,58.0,60.0,0.325,29.27,29.96,3.95,27.5,5.8
2011-09-20,1.5,74.5,51.0,63.0,54.0,58.0,0.005,29.295,29.99,6.55,17.5,6.7
2011-09-21,1.5,71.5,56.5,64.5,49.0,56.0,,29.26,29.945,9.8,24.5,10.65
2011-09-22,1.5,63.5,52.0,58.0,47.0,52.0,0.0,29.39,30.08,5.55,26.0,7.05
2011-09-23,1.5,62.0,48.0,55.0,45.0,50.0,0.01,29.355,30.055,5.0,36.0,6.7
2011-09-24,1.5,62.5,51.0,57.0,48.5,51.5,0.105,29.285,29.985,3.25,3.5,4.95
2011-09-25,1.5,64.5,52.0,58.5,53.0,55.0,0.155,29.155,29.87,4.4,13.5,5.65
2011-09-26,1.5,61.5,53.0,57.5,50.5,53.0,1.055,28.95,29.65,8.45,18.5,13.9
2011-09-27,1.5,63.0,54.0,59.0,53.0,55.0,0.28,29.025,29.705,3.35,5.5,7.7
2011-09-28,1.5,63.5,53.0,58.5,54.0,55.0,0.46,29.095,29.775,6.1,32.0,6.85
2011-09-29,1.5,66.0,50.0,58.5,50.5,53.5,0.075,29.005,29.7,11.45,27.5,13.1
2011-09-30,1.5,57.5,46.0,52.0,41.5,47.0,0.13,29.345,30.005,15.0,34.0,15.65
2011-10-01,1.5,56.0,43.0,49.5,40.0,45.0,,29.56,30.26,10.15,35.5,10.75
2011-10-02,1.5,65.5,41.0,53.5,38.5,46.0,0.0,29.505,30.22,4.4,32.0,5.0
2011-10-03,1.5,69.5,44.5,57.5,44.5,50.0,0.0,29.51,30.205,3.5,2.5,4.55
2011-10-04,1.5,75.0,44.5,60.0,47.0,52.5,0.0,29.55,30.25,0.9,15.5,2.0
2011-10-05,1.5,80.0,50.5,65.5,47.5,55.0,0.0,29.52,30.215,1.6,17.5,3.05
2011-10-06,1.5,81.0,53.0,67.5,50.5,58.0,0.0,29.535,30.225,3.85,15.0,4.6
2011-10-07,1.5,84.0,56.5,70.5,52.0,59.0,0.0,29.555,30.245,6.95,17.5,7.25
2011-10-08,1.5,82.0,57.5,70.0,53.5,60.0,0.0,29.59,30.27,6.75,19.0,7.25
2011-10-09,1.5,80.0,54.0,67.0,51.0,58.0,0.0,29.585,30.285,2.95,9.5,3.8
2011-10-10,1.5,76.5,56.0,66.5,50.0,57.5,0.0,29.42,30.125,5.55,16.0,6.2
2011-10-11,1.5,78.5,57.5,68.0,53.0,59.5,0.0,29.26,29.97,3.95,14.0,4.75
2011-10-12,1.5,77.5,56.0,67.0,51.5,58.0,0.0,29.055,29.765,6.5,14.0,7.45
2011-10-13,1.5,65.0,52.0,58.5,55.0,57.5,0.385,28.84,29.535,3.55,25.0,6.5
2011-10-14,1.5,61.5,48.5,55.0,41.0,48.0,0.0,28.935,29.605,15.25,27.5,15.45
2011-10-15,1.5,61.5,47.0,54.5,36.0,46.0,0.0,29.14,29.805,14.85,26.5,15.2
2011-10-16,1.5,61.0,47.0,54.0,39.0,46.0,0.145,29.115,29.81,7.05,27.0,8.3
2011-10-17,1.5,58.0,40.5,49.5,33.0,42.0,0.0,29.145,29.855,10.7,25.5,10.85
2011-10-18,1.5,54.0,40.5,47.5,37.5,43.0,0.04,29.12,29.83,5.85,18.5,7.85
2011-10-19,1.5,49.0,44.0,47.0,40.5,44.0,0.845,28.95,29.68,18.35,18.5,18.95
2011-10-20,1.5,46.5,42.5,44.5,37.5,42.0,0.075,29.025,29.69,15.1,31.5,15.5
2011-10-21,1.5,54.5,37.5,46.5,34.0,41.0,0.0,29.355,30.035,4.45,28.5,5.55
2011-10-22,1.5,66.0,36.0,51.0,37.0,44.5,0.0,29.315,30.025,3.45,22.0,3.8
2011-10-23,1.5,67.5,39.5,53.5,41.5,48.5,0.21,29.22,29.935,6.0,22.5,6.9
2011-10-24,1.5,63.0,45.0,54.0,39.0,46.5,0.03,29.375,30.05,5.35,27.5,7.2
2011-10-25,1.5,74.0,47.0,61.0,45.5,53.0,0.075,29.15,29.865,8.3,19.0,11.35
2011-10-26,1.5,53.5,47.0,50.5,42.0,46.0,0.0,29.215,29.905,13.15,36.0,13.4
2011-10-27,1.5,52.0,38.5,45.5,37.5,42.0,0.14,29.37,30.045,3.55,18.0,6.35
2011-10-28,1.5,54.5,35.5,45.0,32.5,40.0,0.015,29.395,30.11,5.05,21.5,5.65
2011-10-29,1.5,54.5,35.0,45.0,29.5,38.0,0.0,29.37,30.075,4.2,27.0,5.0
2011-10-30,1.5,57.0,35.0,46.0,35.0,41.5,0.14,29.305,30.025,10.6,19.0,11.15
2011-10-31,1.5,53.0,37.5,45.5,35.5,40.5,0.0,29.375,30.07,4.15,24.5,4.95
2012-05-01,1.5,64.5,50.5,57.5,52.5,55.5,0.205,29.21,29.92,5.85,12.0,7.0
2012-05-02,1.5,79.0,59.0,69.0,60.0,64.0,0.0,29.155,29.835,7.8,20.5,9.85
2012-05-03,1.5,86.0,67.5,77.0,64.5,69.0,0.705,29.195,29.86,11.8,21.0,12.65
2012-05-04,1.5,72.5,53.0,63.0,55.0,58.0,0.28,29.255,29.935,6.0,3.5,9.6
2012-05-05,1.5,61.5,52.5,57.0,53.0,55.0,0.0,29.315,30.005,7.7,3.0,8.0
2012-05-06,1.5,71.5,52.5,62.5,53.5,56.5,0.6,29.245,29.93,4.2,6.0,7.85
2012-05-07,1.5,62.5,53.0,58.0,55.5,57.0,0.53,29.175,29.865,1.85,19.5,5.25
2012-05-08,1.5,70.0,51.5,61.0,45.0,53.0,0.005,29.165,29.855,8.35,27.5,8.9
2012-05-09,1.5,60.0,46.5,53.5,43.0,48.5,0.06,29.23,29.915,4.05,18.5,7.7
2012-05-10,1.5,66.0,45.5,56.0,33.5,46.0,0.0,29.32,30.0,3.0,4.5,6.7
2012-05-11,1.5,78.0,45.5,62.0,39.0,52.0,0.0,29.4,30.08,9.3,20.0,9.65
2012-05-12,1.5,68.0,52.0,60.0,43.5,51.0,0.14,29.54,30.215,5.55,2.5,9.05
2012-05-13,1.5,70.5,51.5,61.0,32.0,48.0,0.0,29.48,30.18,7.9,3.0,8.45
2012-05-14,1.5,80.0,44.5,62.5,36.0,51.0,0.0,29.345,30.05,2.15,16.5,4.85
2012-05-15,1.5,85.0,56.5,71.0,44.5,56.5,0.05,29.21,29.9,8.0,24.5,12.2
2012-05-16,1.5,64.0,51.0,58.0,33.0,46.0,0.0,29.41,30.085,10.6,4.5,11.55
2012-05-17,1.5,72.5,47.0,60.0,39.5,50.5,0.0,29.41,30.1,5.3,11.0,5.95
2012-05-18,1.5,85.0,55.0,70.0,39.5,54.0,0.0,29.325,30.02,8.05,15.5,8.8
2012-05-19,1.5,91.5,61.5,77.0,52.5,62.0,0.0,29.32,29.995,7.75,16.5,8.85
2012-05-20,1.5,92.5,65.0,79.0,57.0,65.0,0.14,29.31,29.975,8.8,21.5,11.25
2012-05-21,1.5,66.0,54.0,60.5,44.0,52.0,0.0,29.415,30.105,12.05,18.5,13.1
2012-05-22,1.5,69.5,49.5,60.0,41.5,51.0,0.0,29.31,30.015,6.0,4.5,7.55
2012-05-23,1.5,82.0,48.0,65.5,41.5,54.0,0.0,29.13,29.84,6.25,16.0,6.75
2012-05-24,1.5,90.0,65.5,78.0,52.5,63.0,0.0,29.005,29.685,16.3,18.0,16.45
2012-05-25,1.5,81.5,66.0,74.0,49.0,59.0,0.0,29.335,29.97,3.85,4.0,10.4
2012-05-26,1.5,84.0,61.5,73.0,54.0,61.5,0.0,29.39,30.06,10.0,7.0,11.25
2012-05-27,1.5,97.0,71.5,84.5,58.5,68.0,0.0,29.195,29.89,9.05,18.0,10.4
2012-05-28,1.5,94.5,75.5,85.0,60.0,68.5,0.02,29.065,29.745,13.8,22.0,14.45
2012-05-29,1.5,85.0,62.5,74.0,45.5,59.0,0.0,29.13,29.8,10.65,28.0,11.85
2012-05-30,1.5,69.5,53.0,61.5,46.0,53.0,0.0,29.25,29.905,5.65,36.0,10.0
2012-05-31,1.5,54.5,48.0,51.5,45.0,48.0,1.045,29.225,29.945,11.35,3.5,12.0
2012-06-01,1.5,64.5,49.0,57.0,43.5,49.0,0.02,29.095,29.795,8.15,36.0,10.35
2012-06-02,1.5,75.0,49.0,62.5,46.5,55.0,0.0,29.065,29.75,11.15,25.5,11.5
2012-06-03,1.5,80.5,56.5,68.5,48.0,58.0,,29.13,29.805,9.05,27.5,9.6
2012-06-04,1.5,74.5,59.0,67.0,47.0,56.0,0.0,29.21,29.88,7.7,3.0,8.65
2012-06-05,1.5,69.5,57.0,63.5,49.0,56.0,0.0,29.32,29.995,9.25,3.5,9.65
2012-06-06,1.5,75.0,54.0,64.5,46.5,55.5,0.0,29.385,30.065,5.95,3.5,6.25
2012-06-07,1.5,80.0,54.0,67.0,44.5,56.0,0.0,29.405,30.09,2.75,9.5,5.25
2012-06-08,1.5,87.5,56.5,72.0,48.5,60.0,0.0,29.295,29.99,6.9,24.0,7.45
2012-06-09,1.5,89.5,65.5,78.0,50.0,62.0,0.0,29.21,29.895,9.35,22.0,10.25
2012-06-10,1.5,92.5,69.0,81.0,55.5,65.5,0.0,29.23,29.895,11.15,18.5,11.55
2012-06-11,1.5,90.0,71.0,80.5,62.5,68.5,0.0,29.15,29.815,9.15,22.5,11.1
2012-06-12,1.5,77.5,60.5,69.5,46.5,57.0,0.0,29.365,30.02,6.5,33.5,10.7
2012-06-13,1.5,71.5,55.5,63.5,45.0,55.0,0.0,29.46,30.145,7.75,8.0,7.95
2012-06-14,1.5,86.5,58.0,72.5,48.0,59.0,0.0,29.375,30.075,7.6,12.5,8.7
2012-06-15,1.5,93.5,63.0,78.5,48.5,61.5,0.0,29.36,30.035,7.8,15.5,9.15
2012-06-16,1.5,94.0,69.0,82.0,60.0,68.0,0.345,29.26,29.945,10.95,19.5,12.0
2012-06-17,1.5,86.0,68.5,77.5,59.0,66.0,0.13,29.16,29.845,5.5,23.0,7.45
2012-06-18,1.5,93.0,70.5,82.0,65.0,71.0,0.0,29.065,29.725,16.85,21.0,17.25
2012-06-19,1.5,94.5,76.5,86.0,65.0,71.5,0.0,29.245,29.885,14.25,20.5,14.7
2012-06-20,1.5,94.0,76.5,85.5,62.0,70.5,0.0,29.255,29.925,15.0,20.5,15.2
2012-06-21,1.5,84.0,70.0,77.5,59.5,66.5,0.02,29.235,29.9,7.35,26.5,9.6
2012-06-22,1.5,85.0,63.5,74.5,52.0,62.0,0.0,29.29,29.96,2.15,19.5,6.0
2012-06-23,1.5,86.5,62.5,75.0,55.0,63.5,0.0,29.31,29.99,3.1,8.0,5.25
2012-06-24,1.5,93.0,67.5,80.5,57.5,65.5,0.0,29.27,29.945,2.4,3.5,7.6
2012-06-25,1.5,75.0,61.5,68.5,48.5,58.0,0.0,29.375,30.05,14.5,3.5,14.85
2012-06-26,1.5,82.0,59.5,71.0,50.5,59.5,0.0,29.3,29.995,4.55,9.0,5.8
2012-06-27,1.5,91.0,60.5,76.0,51.0,63.0,0.0,29.17,29.865,11.7,20.0,12.0
2012-06-28,1.5,100.5,76.5,88.5,68.5,74.0,0.1,29.11,29.77,7.4,25.5,9.8
2012-06-29,1.5,88.0,69.5,79.0,61.5,68.0,0.35,29.185,29.825,2.1,19.5,7.6
2012-06-30,1.5,90.5,69.5,80.5,67.5,72.0,0.0,29.14,29.81,6.45,23.5,7.0
2012-07-01,1.5,90.5,67.0,79.0,67.5,71.5,0.56,29.26,29.915,2.95,22.5,5.5
2012-07-02,1.5,97.5,72.5,85.5,69.0,74.0,0.0,29.245,29.92,5.1,23.0,5.75
2012-07-03,1.5,95.5,77.0,86.5,67.0,73.5,0.0,29.165,29.84,9.55,24.0,10.0
2012-07-04,1.5,101.5,79.5,91.0,68.0,75.0,0.0,29.18,29.84,8.8,25.0,9.25
2012-07-05,1.5,102.5,79.0,91.0,68.5,75.0,0.28,29.225,29.875,4.8,25.0,7.25
2012-07-06,1.5,103.5,82.5,93.5,71.0,77.0,0.0,29.24,29.905,5.7,27.5,7.1
2012-07-07,1.5,98.0,73.5,86.0,67.5,72.5,0.0,29.29,29.945,7.75,1.5,11.35
2012-07-08,1.5,85.0,71.0,78.5,56.0,65.0,0.0,29.365,30.025,12.0,3.0,12.3
2012-07-09,1.5,89.5,67.0,78.5,58.0,65.5,0.0,29.355,30.02,4.8,5.5,6.85
2012-07-10,1.5,82.5,69.0,76.0,55.5,64.0,0.0,29.415,30.085,10.35,4.0,10.6
2012-07-11,1.5,86.5,66.5,77.0,57.0,65.0,0.0,29.415,30.09,6.55,8.5,8.45
2012-07-12,1.5,90.5,68.5,80.0,53.5,64.5,0.0,29.38,30.05,7.25,11.0,8.7
2012-07-13,1.5,93.0,71.5,82.5,63.0,69.0,0.28,29.34,30.02,3.3,14.0,6.4
2012-07-14,1.5,89.5,70.5,80.0,65.5,70.0,,29.33,30.01,1.55,23.5,5.65
2012-07-15,1.5,95.0,70.5,83.0,66.0,71.5,0.0,29.32,30.0,2.15,24.0,7.1
2012-07-16,1.5,97.5,74.5,86.5,65.5,72.5,0.0,29.22,29.9,7.85,23.5,8.4
2012-07-17,1.5,99.0,79.5,89.5,66.5,74.0,0.0,29.155,29.815,8.75,25.5,9.6
2012-07-18,1.5,92.5,71.5,82.0,71.0,74.0,0.7,29.21,29.875,5.65,4.0,8.75
2012-07-19,1.5,84.0,70.5,77.5,70.0,72.0,0.845,29.22,29.885,4.6,4.5,10.25
2012-07-20,1.5,81.5,68.5,75.5,60.0,65.5,0.0,29.365,30.03,9.95,4.0,10.6
2012-07-21,1.5,88.0,67.0,77.5,63.0,69.0,0.0,29.365,30.04,3.85,25.0,4.6
2012-07-22,1.5,89.5,71.5,81.0,65.5,70.5,0.01,29.345,30.03,5.9,20.5,6.45
2012-07-23,1.5,97.5,81.0,89.5,67.5,74.0,0.01,29.23,29.9,9.9,24.0,10.65
2012-07-24,1.5,86.0,70.0,78.5,65.5,70.5,0.455,29.275,29.93,6.1,4.5,7.6
2012-07-25,1.5,100.0,72.0,86.5,67.0,73.0,0.005,29.02,29.72,9.3,20.0,12.1
2012-07-26,1.5,89.0,70.5,80.0,69.0,72.5,0.39,29.03,29.69,6.2,24.5,8.95
2012-07-27,1.5,86.5,68.0,77.5,64.0,68.5,0.02,29.195,29.83,5.05,32.5,8.75
2012-07-28,1.5,82.5,69.0,76.0,60.0,66.0,0.0,29.405,30.06,6.65,5.5,8.35
2012-07-29,1.5,86.5,65.5,76.0,58.5,66.0,0.0,29.335,30.02,4.5,14.5,5.8
2012-07-30,1.5,92.5,71.5,82.5,61.5,69.0,0.0,29.215,29.9,6.0,20.5,7.2
2012-07-31,1.5,85.5,69.5,78.0,65.0,69.5,0.165,29.235,29.9,4.1,5.0,7.5
